review_id,sent_nb,reviee_sent,price_pattern_label,price_human_label,packaging_pattern_label,packaging_human_label,color_pattern_label,color_human_label,pigmented_pattern_label,pigmented_human_label,staying_power_pattern_label,staying_power_human_label,moist_pattern_label,moist_human_label,aroma_pattern_label,aroma_human_label
65856,3,"warnanya vibrant banget, sekali pulas langsung keluar warna yg sama spt yg terlihat di botolnya.",unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown
1861,3,memang ga tahan lama kalau kita makan berat seperti bakso dll.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown,unknown,unknown
1861,4,"tekstur nya soft , warna natural  dan harga yah make sense lah.",unknown,pos,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
839,9,"warnanya bagus, cocok banget buat dipakai sehari-hari.",unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6109,1,"pros: - it's such a fun colour, i love it - it glides on your lips smoothly - it has the right amount of gloss, ngga bikin bibir kayak abis makan gorengan - smells good - meninggalkan stain, jadi fadenya perlahan ngga langsung tiba-tiba ilang  cons: - si lipsticknya sendiri terlalu lembek",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,pos,unknown,unknown,unknown,pos
15224,1,"nyari edisi velvet ini di counter selalu kosong, akhirnya nemu cuma ga semua warna ada, akhirnya beli yg ole flamingo warna nya pink fusia tp agak  tua, gampang dipakai kalau bisa pake lip liner dulu soalnya kalau kluar garis bibir agak susah dibersihkan, awettt banget, dan ga bikin bibir kering padahal bibir ku itu kering n suka pecah2 kalau pake lipstick, walau harganya lumayan tp worth it kok",unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown
21124,5,"pas untuk summer, warnanya cerah tapi tidak loud, bisa tetep pede pakenya walau siang hari.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
21124,6,"untuk ketahanannya lumayan lama, 6-8 jam tanpa makan berat.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
21124,7,di bibir juga ringan dan gak mengeringkan atau terasa dead-matte.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown
27598,9,"warna nya cantik, ngak buat bibir kering, super long lasting..kalau mau warna lebih bold cukup 2 kali oles udah ciaaaooo bellaaaa.. kalo aku cukup 1 kalo oles aja..dan tunggu kering warna aslinya akan muncul so preetttyyy",unknown,unknown,unknown,unknown,pos,pos,pos,pos,pos,pos,neg,pos,unknown,unknown
38167,13,"walau waktu awal diaplikasiin dia nggak dries matte, tp cenderung glossy sampai bbrp menit ke depan, tapi lumayan tahan lama.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
12710,16,"bagus untuk beberapa tipe bibir, dia akan menempel sempurna dibibir yg tidak terlalu kering, warnanya pun cantik untuk kulit light atau medium light.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,pos,pos,unknown,unknown
12710,17,favorite banyak lip junkie karena dengan harga yg gak terlalu mahal dia tahan lama.,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown
33263,1,"warnanya sangat bagus, difoto emang kesannya merah cabe gimana gitu.",unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
33263,2,"tapi aslinya ngga semerah itu, agak gelap sedikiiiittt.",unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
33263,3,"packagingnya super cantikkkkkkk, unik dan bagus banget dijadiin koleksi *loh hahhahaha..  aku pake 6 jam dengan makan minum, masih nempel sempurna, agak berkurang dikit, tapi masih sangat bagus.",unknown,unknown,unknown,pos,unknown,unknown,pos,unknown,unknown,pos,unknown,unknown,unknown,unknown
33263,5,teksturnya creamy dan wanggiiiii.,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,pos
33263,6,wanginya kayak susu jadi gemessss.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
4196,2,"beli yang nude-ist dan so hap'pink, dan ternyata 2 warnanya sangat, sangat mirip di bibir gw.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4196,4,pro:  + pengaplikasiannya lebih mudah daripada smlc merk sebelah krn pigmented dan lembut banget.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
4196,5,+ staying power lumayan oke.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
4196,6,"dipake makan berat, masih banyak yang nyisa di bibir, ga ilang di tengah doank.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
4196,7,"+ sekali pulas, langsung keluar warnanya + ga terlalu bikin bibir kering  + packaging clear  consnya:  * bau kimianya ganggu banget.",unknown,unknown,unknown,pos,unknown,unknown,unknown,pos,unknown,unknown,pos,pos,unknown,neg
4196,9,lebih mengganggu daripada merk sebelah * harganya mahal :d tapi worth the quality.,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10402,14,teksturnya smooth setelah mengering dan ga bikin bibir kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
10402,15,"kering dari liquid ke mattenya juga cepet, trus yg paling bagus adalah warnanya super tahan lama cuma bagian dalam yg hilang dan cm harus touch up sedikit aja atau kalo gamau touch up bisa pake 2 lapis.",unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
10402,17,"warnanya agak beda2 kayanya kalo dibibir orang, kalo di aku jd orange terang hampir merah gt bagus sih buat sehari2 dan ga abis2 awet bgt super luv",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown
19370,19,"bourjois rouge editin velvet ini emang juara dari tekstur, formula, dan longevity-nya.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
19370,22,"dari ketiga ini, yg paling pigmented yaa peach club.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
19370,23,cuma butuh seoles dan bibirku langsung bisa ketutup.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown
19370,24,"(+) no drama after eating bakso, yamin, and gorengan (+) tahan bisa lebih dari 10 jam tanpa makan berat (+) super pigmented (+) gak bikin bibir kering sama sekali",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,pos,pos,unknown,unknown
38240,27,nggak gampang ilang dipake seharian (apalagi klo gak makan hehehe).,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
38240,28,"baunya agak tajam, kurang enak seperti lipstik yang lain.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
38240,31,"aku awalnya lihat shade nya kok bagus fresh gitu, tapi di bibirku terlihat nyala banget.",unknown,unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
38240,34,harganya mahal.,neg,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3609,37,packaging nya eye catching krn warnanya yg mirip sm lip creme nya ketika di aplikasikan ke bibir.,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3609,38,harganya yang lumayan affordable dibanding pesaingnya.,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
3609,40,dan nggak bikin bibir kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
3609,41,"suka banget sama semua shade nya ada shade 1-9. tapi shade fave yang bisa digunain untuk daily use itu ada peach club, nude ist &amp; happy nude year.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4867,44,"pengaplikasiannya gampang, ukuran blush nya passs banget, very pigmented dan gak bikin kering bibir.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,unknown,unknown
6673,47,"pertama pake sempet takut terlalu ngejreng, tapi ternyata cocok juga di aku.",unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6673,50,dari segi keawetan dia lebih sedikit awet dibanding shade happy nude year.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
6673,51,baunya menurutku tidak terlalu mengganggu (since i found la splash lebih tajem baunya).,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
8684,53,"saya lupa banget kalo bibir saya dasarnya mudah kering, jadiiii ngga cocok banget pakai ini.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
8684,55,warnanya bagus sih dan matte banget jd warna irl persis dengan yang ada di gambar2...tapi not for me or any of u yg bibirnya kering banget,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown
3616,57,saya suka warnanya yang bold dan tahan lama.,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,unknown,unknown,unknown,unknown
3616,58,tapi teksturnya agak tebal dan bikin bibir lama2 terasa kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
3616,59,saya suka warna pink pong dan ole flamingo.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4001,61,baunya mirip bau lem nggak sih?,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
4001,63,"pigmented sih, tapi klo udah lama dipake, terus kena air (cuci muka), jadi pecah2 dan ngelupas2 jadinya.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,neg,unknown,unknown,unknown,unknown
5496,67,"ketika saya swatch di tangan terlihat menarik, tapi waktu saya pakai di bibir sayangnya nampak terlalu &quot;ngejreng&quot;.",unknown,unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
5496,68,"hal tersebut bukan masalah besar, kalo produk ini tidak membuat bibir saya kering sampai mengelupas.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
5496,69,bau kimianya juga cukup mengganggu.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
5496,70,"menurut saya, ada beberapa pilihan liquid lipstick lain dengan harga yang lebih terjangkau.",pos,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9739,72,mudah diaplikasikan merata.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown
9739,73,"+  warna merah-orange nya sedikit gonjreng, tp bikin cerah muka.",unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9739,75,+ tidak mengelupas di bibir ( sebelumnya pakai lipbalm) pdhal kondisi bibir agak kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,pos,unknown,unknown
9739,76,+ warnanya tahan lama di bibir + hasil matte  - harganya sedikit mahal.,neg,neg,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
9739,77,karena kualitas nya hampir sama dengan nyx slmc - bau produknya aneh (tidak wangi),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
11238,79,"ngeliat lip swatch yang beredar keliatan finishing color-nya soft coral peach, tapi ternyata di bibirku malah jadi bright coral peach yang hebring banget.",unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11238,80,"formula cream-nya aku suka, ga begitu thick dan pigmented as well.",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,neg,unknown,unknown,unknown,unknown,unknown
11238,83,"overall sih oke, sayang warnanya aja yang ga cocok.",unknown,unknown,unknown,unknown,neg,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
6327,87,pertama kali buka ga nahan ama bau nya.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg
6327,88,"pake langsung di bibir, tapi after 2 hours it started to get patchy and flaky.",unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown,unknown,unknown
6327,89,kalo uda gini mau reapply juga jelek banget karena bagian yg patchy malah makin keliatan.,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown,unknown,unknown
6327,90,terus aku abis pake ini bibir nya jadi kayak ada bagian yg kering2 aneh.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown
6327,92,"memang ga patchy\\\\\/flaky lagi kalo pake lip balm, tapi staying power nya.",unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,pos,neg,unknown,unknown,unknown,unknown
6327,93,"aku makan dikit doank tinggal punya lip ring, tengah nya uda ilang semua lipstick nya.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown
6327,94,"pros: it is very pigmented, love tge matte finish cons: the smell, the formula, it is quite expensive considering it's not a great product.",unknown,neg,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,neg
10343,97,"aku kira peach kalem, ternyata peach gonjreng.",unknown,unknown,unknown,unknown,unknown,neg,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10343,98,untuk yang suka dandan natural dan kulit agak gelap warna ini not recomended yah.,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
10343,99,untuk tekstur ini thin dan pigmented banget.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
10343,100,make dikit aja udah bisa ngecover seluruh bibir.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown
711,5,tapi lhoo kok awet yaa.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
711,6,kok warnanya bagus yaa.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
711,9,"anyway, love the subtle smell, the color, the texture and how it feels on my lips.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos
1910,11,"love it so muchhhhh \u2665\u2665\u2665  moistnya pas, walaupun matte tapi ga bikin bibir kering.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
1910,12,ringan bangeeettt serasa ga pake lipstick &amp; tahan lama.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
1910,13,packagenya lucu.,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1910,14,harganya ya mahal sih tp ga nyesel deh.,neg,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16451,18,kemasannya cakep banget hitam-emas dan lipstikmya teksturnya creamy dan finishnya matte.,unknown,unknown,pos,pos,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16451,19,"tidak membuat kering, serta ketahannya cukup oke 4 jam dibawa makan minum masih ada meski stainnya tidak rata hilang di tengah.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown
16451,21,tetapi ternyata di bibir warnanya secantik istanbul nyx smlc.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
16451,23,dengan harga yang lumayan mahal menurut saya investasi yang bagus karena wearable banget.,neg,neg,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown
22069,25,even disini dibilang velvet atau matte teksturnya masih sedikit creamy karena mengandung sheabutter yang melembabkan bibir.,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,pos,unknown,unknown
22069,26,warna 34 ini lebih keunguan dengan sedikit hint pink jadi cocok untuk semua jenis warna kulit.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
22069,27,longevitynya juga lumayan walau habis makan masih ninggalin stain dan buildable banget jadi eggak bakal keliatan ketebelan kalau mau tambah beberapa layer.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,pos,unknown,unknown,unknown,unknown
4889,28,"salah satu lipstick favorit yang setia di dalam make up pouch.. beli ini gara2 pas ke hongkong ada temen yang mau nitip si raffinee ini.. iseng cobain, malah jatuh cinta.. jadi beli juga deh (nyerah kalo ketemu lipstick kece..hahahaa)  warna pink-nude nya lembuttt... matte finish tapi gak bikin bibir kering.. sukaaaa pokoknya",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
8085,2,warnanya oke banget.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
8085,5,lipstick ini emang matte tapi ngga pernah bikin bibir gw kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
25362,8,"the best lipstick of mac,jatuh cinta banget sama lipstick ini dan jadi my all day lipstick.warna fuschia keunguannya cantik banget,very pigmented dan bikin wajah keliatan cerah.memang sih agak bikin kering di bibir tp ga mengganggu banget,aku soalnya slalu pake lipbalm sblm pake lipstick.untuk ketahanan juga awet bgt dipake makan minum slama 6 jam sih dan smooth banget memudarnya.so far ga ada kekurangan yg berarti sih,just love it!",unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,neg,neg,unknown,unknown
7767,10,kemasannya berwarna hitam dengan bentuk seperti bullet terlihat sleek.,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7767,11,saat dibuka sticknya mengilat berwarna pink fuchsia yang ketika di swatch warnanya keluar banget pigmentasinya.,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,unknown,unknown
7767,12,meskipun matte lipstick tetapi teksturnya cukup creamy dan di bibir saya yang kering tidak membuat jadi chap lips.,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,neg,pos,unknown,unknown
7767,13,dibutuhkan 2x swipe untuk full color bibir atas dan bawah.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown
7767,14,"ketahanan warnanya cukup panjang, 8 jam dibawa makan dan minum pun stainnya masih tebal di bibir.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
7767,15,"warnanya tampak seperti bunga tulip pink neon di bibir saya, mencolok tapi nggak norak.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
24678,1,"oh my godness.. i love this shade and texture(matte).. peachy orange bikin wajah aku lebih cerah.. ga terlalu orange dan pucat.. ga bikin bibir kering,dan ga kerasa panas dipake, beberapa lipstik ada yg berasa bibir jadi berat bgt aku suka lipstick yang bukan cuma mewarnai tapi merubah tampilan lebih muda dan fresh.. what can i say perfect..",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
38749,1,"warna ini pink muda, tidak terlalu kelihatan jika digunakan.",unknown,unknown,unknown,unknown,unknown,neg,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown
38749,2,tetapi melembabkan bibir 100%.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown
38749,3,tidak berbau jadi tidak membuat pusing krn saya tdk suka produk yg ada bau nya.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,pos
38749,4,warna di tube &amp; isinya sama.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
34933,5,warnanya bagus banget dan cocok banget untuk saya.,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
4844,1,"dari segi tekstur, ketahanan dan segi kenyamanan saat dipakai, frisky paling juara diantara shades lain yang saya punya (bazaar, obsess dan instinct).",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
4844,2,"tidak lengket sama sekali, tidak ada bau tertentu, lebih awet dan warnanya cantik sekali, sesuai dengan ekspetasi.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,pos,pos,unknown,unknown,unknown,pos
5331,4,"suka banget sama shade ini sejauh ini, liquid lipstick matte yang warna, tekstur dan staying power nya oke di aku ya la girl frisky ini.",unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown
5331,6,"di bawa makan berminyak juga gak cepat hilang, so far this is the red liquid matte lipstick yang paling aku suka.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown
7645,10,the colour is-oh-so-sexy :p temen-temen yang awalnya malu-malu pakai lipen merah jadi ikutan pakai lipen merah setelah liat aku pakai warna ini.. :d la girl mpg memang terkenal sticky tapi tidak untuk shade ini.,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11687,12,harganya benar-benar murah tapi kualitasnya ga bisa dibilang murahan.,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
11687,13,"easy to apply ga terlalu lengket, cuma dia ga terlalu transfer proof bikin gelas aku belepotan.. staying power juga agak kurang.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,unknown,unknown,unknown,unknown
11687,14,but i love this kind of red so much..,unknown,unknown,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
14317,17,"soalnya warnanya cantik banget, hasilnya matte walaupun waktu diapply ke bibir sedikit lengket kaya lipgloss biasa tapi ngga bikin bibirku kering.",unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,pos,pos,unknown,unknown
14317,18,keren banget deh warnanya dan yang pasti affordable banget harganya,unknown,pos,unknown,unknown,pos,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
9712,1,"meskipun namanya &quot;matte&quot; tapi hasilnya semi matte di bibir aku.. tapi formulanya selama ini gak ngeringin bibir dan gak bikin bibir patchy..  warna rich red ini bener-bener aku suka, it's a cool tone red..!!",unknown,unknown,unknown,unknown,unknown,pos,pos,pos,unknown,unknown,unknown,pos,unknown,unknown
9712,2,"cuma minus di packagingnya aja kali ya, soalnya bentuknya retractable pen gitu, dan gampang patah.. huhuhu",unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1511,1,"packaging : comes in a silver tube with rouge in love words and lancome symbolic flower, i say elegant and simple!",unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1511,3,lipstick  : hasil akhirnya glossy dan agak sheer jbutuh kurang lebih 3 lapis biar lebih nampol warnanya.,unknown,unknown,unknown,unknown,pos,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown
1511,4,dan ini ngga bikin bibir kering.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,pos,pos,unknown,unknown
7868,6,packagingnya elegant dengan lapis an silver dan tulisan rouge in love.,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7868,7,suka bgt sama design packagingnya.,unknown,unknown,unknown,pos,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
7868,8,"untuk warna, sayangnya kurang pigmented.",unknown,unknown,unknown,unknown,unknown,unknown,pos,neg,neg,unknown,unknown,unknown,unknown,unknown
7868,9,harus diulas ke2 kalinya baru bnr2 terlihat warnanya.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,unknown,unknown,unknown,unknown,unknown,unknown
7868,10,lipstik ini juga kurang stay powernya.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,neg,neg,unknown,unknown,unknown,unknown
